model,case,regime,start,end,stage,variable,is_true_predictor,B,abs_B,Beta,abs_Beta,p_value,selected_stepwise,false_stepwise,problem_window,mean_abs_corr,rank_B,rank_Beta
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,73,98,middle,Lag_4,0,9.313225746154785e-10,9.313225746154785e-10,0.0,0.0,0.9999999471853309,0,0,0,0.6322269826956975,3.0,9.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,73,98,middle,Lag_5,0,-2.3283064365386963e-10,2.3283064365386963e-10,1.7462298274040222e-10,1.7462298274040222e-10,0.9999999610331323,0,0,0,0.6322269826956975,5.0,6.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,73,98,middle,Lag_6,0,0.0,0.0,-3.4924596548080444e-10,3.4924596548080444e-10,1.0,0,0,0,0.6322269826956975,7.0,4.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,73,98,middle,Lag_7,0,0.0,0.0,2.3283064365386963e-10,2.3283064365386963e-10,1.0,0,0,0,0.6322269826956975,7.0,5.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,73,98,middle,Lag_8,0,5.820766091346741e-11,5.820766091346741e-11,-1.3096723705530167e-10,1.3096723705530167e-10,0.999999985163347,0,0,0,0.6322269826956975,6.0,7.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,73,98,middle,Lag_9,0,0.0,0.0,1.1641532182693481e-10,1.1641532182693481e-10,1.0,0,0,0,0.6322269826956975,7.0,8.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,73,98,middle,Lag_10,0,0.0,0.0,-1.1641532182693481e-10,1.1641532182693481e-10,1.0,0,0,0,0.6322269826956975,7.0,8.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,74,99,middle,X_n,1,-2.7999999983003363,2.7999999983003363,-1.1922687234036857,1.1922687234036857,4.292710749782302e-06,1,0,0,0.6395138904749832,1.0,1.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,74,99,middle,Lag_1,1,-1.3999999992083758,1.3999999992083758,-0.5767909274436533,0.5767909274436533,1.1187611642854601e-05,1,0,0,0.6395138904749832,2.0,2.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,74,99,middle,Lag_2,0,1.1641532182693481e-09,1.1641532182693481e-09,-2.0372681319713593e-10,2.0372681319713593e-10,0.9999998305585915,0,0,0,0.6395138904749832,4.0,6.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,74,99,middle,Lag_3,0,-1.6298145055770874e-09,1.6298145055770874e-09,4.0745362639427185e-10,4.0745362639427185e-10,0.9999998432646113,0,0,0,0.6395138904749832,3.0,3.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,74,99,middle,Lag_4,0,-4.656612873077393e-10,4.656612873077393e-10,0.0,0.0,0.9999999630146902,0,0,0,0.6395138904749832,8.0,10.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,74,99,middle,Lag_5,0,-1.0477378964424133e-09,1.0477378964424133e-09,2.764863893389702e-10,2.764863893389702e-10,0.999999807118791,0,0,0,0.6395138904749832,5.0,5.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,74,99,middle,Lag_6,0,9.89530235528946e-10,9.89530235528946e-10,-3.2014213502407074e-10,3.2014213502407074e-10,0.9999998668314174,0,0,0,0.6395138904749832,6.0,4.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,74,99,middle,Lag_7,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.6395138904749832,11.0,10.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,74,99,middle,Lag_8,0,6.693881005048752e-10,6.693881005048752e-10,-1.382431946694851e-10,1.382431946694851e-10,0.9999998123715217,0,0,0,0.6395138904749832,7.0,7.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,74,99,middle,Lag_9,0,-8.003553375601768e-11,8.003553375601768e-11,7.639755494892597e-11,7.639755494892597e-11,0.9999999708287306,0,0,0,0.6395138904749832,10.0,9.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,74,99,middle,Lag_10,0,2.3283064365386963e-10,2.3283064365386963e-10,-1.1641532182693481e-10,1.1641532182693481e-10,0.9999999480074873,0,0,0,0.6395138904749832,9.0,8.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,75,100,middle,X_n,1,-2.7999999986495823,2.7999999986495823,-1.1552932143677026,1.1552932143677026,7.636386968425544e-07,1,0,0,0.6361346460565421,1.0,1.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,75,100,middle,Lag_1,1,-1.3999999988009222,1.3999999988009222,-0.6174705215962604,0.6174705215962604,1.0716956266064953e-06,1,0,0,0.6361346460565421,2.0,2.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,75,100,middle,Lag_2,0,2.0954757928848267e-09,2.0954757928848267e-09,-9.313225746154785e-10,9.313225746154785e-10,0.9999994101981982,0,0,0,0.6361346460565421,3.0,3.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,75,100,middle,Lag_3,0,-6.984919309616089e-10,6.984919309616089e-10,6.984919309616089e-10,6.984919309616089e-10,0.9999997512905646,0,0,0,0.6361346460565421,6.0,4.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,75,100,middle,Lag_4,0,-4.656612873077393e-10,4.656612873077393e-10,-1.1641532182693481e-10,1.1641532182693481e-10,0.999999653837369,0,0,0,0.6361346460565421,7.0,7.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,75,100,middle,Lag_5,0,-1.6298145055770874e-09,1.6298145055770874e-09,6.984919309616089e-10,6.984919309616089e-10,0.9999994214738641,0,0,0,0.6361346460565421,4.0,4.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,75,100,middle,Lag_6,0,2.3283064365386963e-10,2.3283064365386963e-10,-4.656612873077393e-10,4.656612873077393e-10,0.9999998751020718,0,0,0,0.6361346460565421,9.0,5.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,75,100,middle,Lag_7,0,0.0,0.0,1.1641532182693481e-10,1.1641532182693481e-10,1.0,0,0,0,0.6361346460565421,10.0,7.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,75,100,middle,Lag_8,0,9.313225746154785e-10,9.313225746154785e-10,-4.656612873077393e-10,4.656612873077393e-10,0.9999994959509731,0,0,0,0.6361346460565421,5.0,5.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,75,100,middle,Lag_9,0,4.0745362639427185e-10,4.0745362639427185e-10,5.093170329928398e-11,5.093170329928398e-11,0.9999988808800018,0,0,0,0.6361346460565421,8.0,8.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,75,100,middle,Lag_10,0,2.3283064365386963e-10,2.3283064365386963e-10,-3.4924596548080444e-10,3.4924596548080444e-10,0.9999997520412999,0,0,0,0.6361346460565421,9.0,6.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,76,101,middle,X_n,1,-2.7999999998137355,2.7999999998137355,-1.1177912126295269,1.1177912126295269,8.179037096285738e-05,1,0,0,0.6322270705226445,1.0,1.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,76,101,middle,Lag_1,1,-1.4000000002561137,1.4000000002561137,-0.5403396592009813,0.5403396592009813,0.00013477397185867143,1,0,0,0.6322270705226445,2.0,2.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,76,101,middle,Lag_2,0,9.313225746154785e-10,9.313225746154785e-10,0.0,0.0,0.9999999759849538,0,0,0,0.6322270705226445,3.0,7.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,76,101,middle,Lag_3,0,6.984919309616089e-10,6.984919309616089e-10,4.656612873077393e-10,4.656612873077393e-10,0.9999999785469417,0,0,0,0.6322270705226445,4.0,3.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,76,101,middle,Lag_4,0,5.820766091346741e-10,5.820766091346741e-10,-2.3283064365386963e-10,2.3283064365386963e-10,0.9999999605618417,0,0,0,0.6322270705226445,5.0,4.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,76,101,middle,Lag_5,0,-4.656612873077393e-10,4.656612873077393e-10,0.0,0.0,0.9999999848576249,0,0,0,0.6322270705226445,6.0,7.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,76,101,middle,Lag_6,0,-2.3283064365386963e-10,2.3283064365386963e-10,-2.3283064365386963e-10,2.3283064365386963e-10,0.9999999896371932,0,0,0,0.6322270705226445,8.0,4.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,76,101,middle,Lag_7,0,-2.3283064365386963e-10,2.3283064365386963e-10,1.7462298274040222e-10,1.7462298274040222e-10,0.9999999790069244,0,0,0,0.6322270705226445,8.0,5.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,76,101,middle,Lag_8,0,2.3283064365386963e-10,2.3283064365386963e-10,0.0,0.0,0.999999988450977,0,0,0,0.6322270705226445,8.0,7.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,76,101,middle,Lag_9,0,2.9103830456733704e-10,2.9103830456733704e-10,-7.275957614183426e-11,7.275957614183426e-11,0.999999963866954,0,0,0,0.6322270705226445,7.0,6.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,76,101,middle,Lag_10,0,2.3283064365386963e-10,2.3283064365386963e-10,0.0,0.0,0.9999999766257055,0,0,0,0.6322270705226445,8.0,7.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,77,102,middle,X_n,1,-2.7999999970197678,2.7999999970197678,-1.19221217231825,1.19221217231825,0.00115686895106284,1,0,0,0.639515373520212,1.0,1.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,77,102,middle,Lag_1,1,-1.3999999999068677,1.3999999999068677,-0.5767652373760939,0.5767652373760939,0.0014648483604513614,1,0,0,0.639515373520212,2.0,2.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,77,102,middle,Lag_2,0,9.313225746154785e-10,9.313225746154785e-10,-4.656612873077393e-10,4.656612873077393e-10,0.9999999897731082,0,0,0,0.639515373520212,7.0,5.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,77,102,middle,Lag_3,0,-1.862645149230957e-09,1.862645149230957e-09,9.313225746154785e-10,9.313225746154785e-10,0.9999999885533015,0,0,0,0.639515373520212,4.0,4.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,77,102,middle,Lag_4,0,1.6298145055770874e-09,1.6298145055770874e-09,0.0,0.0,0.9999999742856058,0,0,0,0.639515373520212,5.0,8.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,77,102,middle,Lag_5,0,-1.3969838619232178e-09,1.3969838619232178e-09,4.656612873077393e-10,4.656612873077393e-10,0.999999980655317,0,0,0,0.639515373520212,6.0,5.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,77,102,middle,Lag_6,0,2.7939677238464355e-09,2.7939677238464355e-09,-1.3969838619232178e-09,1.3969838619232178e-09,0.9999999756791584,0,0,0,0.639515373520212,3.0,3.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,77,102,middle,Lag_7,0,-1.6298145055770874e-09,1.6298145055770874e-09,5.820766091346741e-11,5.820766091346741e-11,0.9999999627412681,0,0,0,0.639515373520212,5.0,7.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,77,102,middle,Lag_8,0,1.3969838619232178e-09,1.3969838619232178e-09,0.0,0.0,0.9999999705120747,0,0,0,0.639515373520212,6.0,8.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,77,102,middle,Lag_9,0,-4.656612873077393e-10,4.656612873077393e-10,1.1641532182693481e-10,1.1641532182693481e-10,0.9999999858741071,0,0,0,0.639515373520212,8.0,6.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,77,102,middle,Lag_10,0,9.313225746154785e-10,9.313225746154785e-10,-1.1641532182693481e-10,1.1641532182693481e-10,0.9999999511346109,0,0,0,0.639515373520212,7.0,6.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,78,103,middle,X_n,1,-2.800000005401671,2.800000005401671,-1.155298771802336,1.155298771802336,0.00030155615247774297,1,0,0,0.6361338292155315,1.0,1.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,78,103,middle,Lag_1,1,-1.4000000059604645,1.4000000059604645,-0.6174556389451027,0.6174556389451027,0.0011704653520870265,1,0,0,0.6361338292155315,2.0,2.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,78,103,middle,Lag_2,0,-5.587935447692871e-09,5.587935447692871e-09,-9.313225746154785e-10,9.313225746154785e-10,0.9999998921700162,0,0,0,0.6361338292155315,3.0,3.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,78,103,middle,Lag_3,0,2.561137080192566e-09,2.561137080192566e-09,4.656612873077393e-10,4.656612873077393e-10,0.9999999739037572,0,0,0,0.6361338292155315,6.0,4.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,78,103,middle,Lag_4,0,5.587935447692871e-09,5.587935447692871e-09,-9.313225746154785e-10,9.313225746154785e-10,0.9999999343102366,0,0,0,0.6361338292155315,3.0,3.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,78,103,middle,Lag_5,0,4.6566128730773926e-09,4.6566128730773926e-09,0.0,0.0,0.9999998866481756,0,0,0,0.6361338292155315,4.0,6.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,78,103,middle,Lag_6,0,-1.862645149230957e-09,1.862645149230957e-09,-4.656612873077393e-10,4.656612873077393e-10,0.9999999737940892,0,0,0,0.6361338292155315,7.0,4.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,78,103,middle,Lag_7,0,-5.587935447692871e-09,5.587935447692871e-09,0.0,0.0,0.9999999078803488,0,0,0,0.6361338292155315,3.0,6.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,78,103,middle,Lag_8,0,-2.7939677238464355e-09,2.7939677238464355e-09,-4.656612873077393e-10,4.656612873077393e-10,0.9999998963782281,0,0,0,0.6361338292155315,5.0,4.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,78,103,middle,Lag_9,0,-4.656612873077393e-10,4.656612873077393e-10,5.820766091346741e-11,5.820766091346741e-11,0.9999999831141929,0,0,0,0.6361338292155315,8.0,5.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,78,103,middle,Lag_10,0,4.656612873077393e-10,4.656612873077393e-10,0.0,0.0,0.999999977449386,0,0,0,0.6361338292155315,8.0,6.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,79,104,middle,X_n,1,-2.799999998882413,2.799999998882413,-1.117791852913797,1.117791852913797,0.006750059546532773,1,0,0,0.6322297376392746,1.0,1.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,79,104,middle,Lag_1,1,-1.3999999985098839,1.3999999985098839,-0.5403519598767161,0.5403519598767161,0.029917269262396302,1,0,0,0.6322297376392746,2.0,2.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,79,104,middle,Lag_2,0,-3.725290298461914e-09,3.725290298461914e-09,9.313225746154785e-10,9.313225746154785e-10,0.9999999899008302,0,0,0,0.6322297376392746,3.0,5.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,79,104,middle,Lag_3,0,-2.7939677238464355e-09,2.7939677238464355e-09,1.1641532182693481e-10,1.1641532182693481e-10,0.9999999934674966,0,0,0,0.6322297376392746,4.0,7.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,79,104,middle,Lag_4,0,0.0,0.0,-1.862645149230957e-09,1.862645149230957e-09,1.0,0,0,0,0.6322297376392746,8.0,3.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,79,104,middle,Lag_5,0,0.0,0.0,-9.313225746154785e-10,9.313225746154785e-10,1.0,0,0,0,0.6322297376392746,8.0,5.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,79,104,middle,Lag_6,0,9.313225746154785e-10,9.313225746154785e-10,1.1641532182693481e-10,1.1641532182693481e-10,0.9999999970181749,0,0,0,0.6322297376392746,6.0,7.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,79,104,middle,Lag_7,0,0.0,0.0,1.3969838619232178e-09,1.3969838619232178e-09,1.0,0,0,0,0.6322297376392746,8.0,4.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,79,104,middle,Lag_8,0,-1.862645149230957e-09,1.862645149230957e-09,0.0,0.0,0.9999999903004375,0,0,0,0.6322297376392746,5.0,8.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,79,104,middle,Lag_9,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.6322297376392746,8.0,8.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,79,104,middle,Lag_10,0,-3.4924596548080444e-10,3.4924596548080444e-10,-3.4924596548080444e-10,3.4924596548080444e-10,0.9999999965471592,0,0,0,0.6322297376392746,7.0,6.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,80,105,middle,X_n,1,-2.800000000745058,2.800000000745058,-1.1921933735720813,1.1921933735720813,0.0006846889324635954,1,0,0,0.6395138517931316,1.0,1.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,80,105,middle,Lag_1,1,-1.400000000372529,1.400000000372529,-0.5767633654177189,0.5767633654177189,0.0038901217541368513,1,0,0,0.6395138517931316,2.0,2.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,80,105,middle,Lag_2,0,-3.725290298461914e-09,3.725290298461914e-09,0.0,0.0,0.9999999751397812,0,0,0,0.6395138517931316,3.0,9.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,80,105,middle,Lag_3,0,-1.862645149230957e-09,1.862645149230957e-09,9.313225746154785e-10,9.313225746154785e-10,0.999999988172103,0,0,0,0.6395138517931316,5.0,5.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,80,105,middle,Lag_4,0,-1.862645149230957e-09,1.862645149230957e-09,-1.862645149230957e-09,1.862645149230957e-09,0.9999999875545296,0,0,0,0.6395138517931316,5.0,3.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,80,105,middle,Lag_5,0,1.862645149230957e-09,1.862645149230957e-09,9.313225746154785e-10,9.313225746154785e-10,0.9999999843244145,0,0,0,0.6395138517931316,5.0,5.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,80,105,middle,Lag_6,0,1.3969838619232178e-09,1.3969838619232178e-09,-6.257323548197746e-10,6.257323548197746e-10,0.9999999881720552,0,0,0,0.6395138517931316,6.0,6.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,80,105,middle,Lag_7,0,0.0,0.0,1.3969838619232178e-09,1.3969838619232178e-09,1.0,0,0,0,0.6395138517931316,7.0,4.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,80,105,middle,Lag_8,0,-2.7939677238464355e-09,2.7939677238464355e-09,-4.656612873077393e-10,4.656612873077393e-10,0.999999964175609,0,0,0,0.6395138517931316,4.0,8.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,80,105,middle,Lag_9,0,-1.3969838619232178e-09,1.3969838619232178e-09,0.0,0.0,0.9999999782606177,0,0,0,0.6395138517931316,6.0,9.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,80,105,middle,Lag_10,0,-1.3969838619232178e-09,1.3969838619232178e-09,-5.820766091346741e-10,5.820766091346741e-10,0.9999999734877709,0,0,0,0.6395138517931316,6.0,7.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,81,106,middle,X_n,1,-2.7999999977182597,2.7999999977182597,-1.1553104334743693,1.1553104334743693,0.0015099780975722308,1,0,0,0.6361337251376801,1.0,1.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,81,106,middle,Lag_1,1,-1.400000000372529,1.400000000372529,-0.6174694318324327,0.6174694318324327,0.004945745675170421,1,0,0,0.6361337251376801,2.0,2.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,81,106,middle,Lag_2,0,0.0,0.0,4.656612873077393e-10,4.656612873077393e-10,1.0,0,0,0,0.6361337251376801,8.0,5.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,81,106,middle,Lag_3,0,-5.122274160385132e-09,5.122274160385132e-09,3.4924596548080444e-10,3.4924596548080444e-10,0.9999999754781876,0,0,0,0.6361337251376801,3.0,6.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,81,106,middle,Lag_4,0,-1.862645149230957e-09,1.862645149230957e-09,9.313225746154785e-10,9.313225746154785e-10,0.9999999906509662,0,0,0,0.6361337251376801,5.0,4.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,81,106,middle,Lag_5,0,0.0,0.0,-4.656612873077393e-10,4.656612873077393e-10,1.0,0,0,0,0.6361337251376801,8.0,5.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,81,106,middle,Lag_6,0,2.7939677238464355e-09,2.7939677238464355e-09,-4.656612873077393e-10,4.656612873077393e-10,0.9999999819965124,0,0,0,0.6361337251376801,4.0,5.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,81,106,middle,Lag_7,0,0.0,0.0,-1.862645149230957e-09,1.862645149230957e-09,1.0,0,0,0,0.6361337251376801,8.0,3.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,81,106,middle,Lag_8,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.6361337251376801,8.0,8.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,81,106,middle,Lag_9,0,-1.6298145055770874e-09,1.6298145055770874e-09,0.0,0.0,0.9999999802272533,0,0,0,0.6361337251376801,6.0,8.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,81,106,middle,Lag_10,0,-4.656612873077393e-10,4.656612873077393e-10,2.3283064365386963e-10,2.3283064365386963e-10,0.9999999944736264,0,0,0,0.6361337251376801,7.0,7.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,82,107,middle,X_n,1,-2.7999999932944775,2.7999999932944775,-1.1177760008722544,1.1177760008722544,0.03445165128211449,1,0,0,0.6322318060160996,1.0,1.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,82,107,middle,Lag_1,1,-1.3999999966472387,1.3999999966472387,-0.5403635269030929,0.5403635269030929,0.02442030956512539,1,0,0,0.6322318060160996,2.0,2.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,82,107,middle,Lag_2,0,5.587935447692871e-09,5.587935447692871e-09,-9.313225746154785e-10,9.313225746154785e-10,0.9999999879523946,0,0,0,0.6322318060160996,4.0,5.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,82,107,middle,Lag_3,0,-3.725290298461914e-09,3.725290298461914e-09,1.862645149230957e-09,1.862645149230957e-09,0.9999999963330426,0,0,0,0.6322318060160996,5.0,4.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,82,107,middle,Lag_4,0,-7.450580596923828e-09,7.450580596923828e-09,0.0,0.0,0.9999999908742815,0,0,0,0.6322318060160996,3.0,6.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,82,107,middle,Lag_5,0,-1.862645149230957e-09,1.862645149230957e-09,-9.313225746154785e-10,9.313225746154785e-10,0.9999999949309293,0,0,0,0.6322318060160996,6.0,5.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,82,107,middle,Lag_6,0,7.450580596923828e-09,7.450580596923828e-09,-3.725290298461914e-09,3.725290298461914e-09,0.9999999897575969,0,0,0,0.6322318060160996,3.0,3.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,82,107,middle,Lag_7,0,0.0,0.0,-1.862645149230957e-09,1.862645149230957e-09,1.0,0,0,0,0.6322318060160996,8.0,4.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,82,107,middle,Lag_8,0,1.862645149230957e-09,1.862645149230957e-09,0.0,0.0,0.9999999922793903,0,0,0,0.6322318060160996,6.0,6.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,82,107,middle,Lag_9,0,-9.313225746154785e-10,9.313225746154785e-10,0.0,0.0,0.9999999961865963,0,0,0,0.6322318060160996,7.0,6.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,82,107,middle,Lag_10,0,1.862645149230957e-09,1.862645149230957e-09,-9.313225746154785e-10,9.313225746154785e-10,0.9999999942582357,0,0,0,0.6322318060160996,6.0,5.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,83,108,middle,X_n,1,-2.8000000175088644,2.8000000175088644,-1.1922078831121325,1.1922078831121325,0.04829735600024435,1,0,0,0.6395118807034068,1.0,1.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,83,108,middle,Lag_1,1,-1.3999999985098839,1.3999999985098839,-0.576775242574513,0.576775242574513,0.052612464940537715,1,0,0,0.6395118807034068,2.0,2.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,83,108,middle,Lag_2,0,-4.6566128730773926e-09,4.6566128730773926e-09,-4.656612873077393e-10,4.656612873077393e-10,0.9999999929854044,0,0,0,0.6395118807034068,7.0,7.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,83,108,middle,Lag_3,0,2.2351741790771484e-08,2.2351741790771484e-08,2.7939677238464355e-09,2.7939677238464355e-09,0.9999999794653534,0,0,0,0.6395118807034068,3.0,4.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,83,108,middle,Lag_4,0,-1.1175870895385742e-08,1.1175870895385742e-08,-3.725290298461914e-09,3.725290298461914e-09,0.9999999891933182,0,0,0,0.6395118807034068,5.0,3.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,83,108,middle,Lag_5,0,2.7939677238464355e-09,2.7939677238464355e-09,4.656612873077393e-10,4.656612873077393e-10,0.9999999946893022,0,0,0,0.6395118807034068,8.0,7.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,83,108,middle,Lag_6,0,-1.7695128917694092e-08,1.7695128917694092e-08,-2.7939677238464355e-09,2.7939677238464355e-09,0.9999999770399511,0,0,0,0.6395118807034068,4.0,4.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,83,108,middle,Lag_7,0,0.0,0.0,-9.313225746154785e-10,9.313225746154785e-10,1.0,0,0,0,0.6395118807034068,11.0,5.0
mixed,mixed_q_2_8_gamma_0_5,цикл со смешанной памятью,83,108,middle,Lag_8,0,-2.3283064365386963e-09,2.3283064365386963e-09,0.0,0.0,0.9999999932590045,0,0,0,0.6395118807034068,9.0,8.0
